ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
1090053;47443;15;None;-;1;Human;4.9;pIC50;=;4.9;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;443;4;1;5;3.9;Cc1ccccc1C(=O)N1CCN(c2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2)CC1;nan
CHEMBL1548000;47443;15;None;-;1;Human;4.9;pIC50;=;4.9;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;443;4;1;5;3.9;Cc1ccccc1C(=O)N1CCN(c2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2)CC1;nan
5307823;26483;5;None;1;2;Human;4.8;pIC50;=;4.8;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;332;5;1;3;4.6;CCc1ccccc1NC1c2ccccc2C(=O)N1Cc1ccco1;nan
CHEMBL1362304;26483;5;None;1;2;Human;4.8;pIC50;=;4.8;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;332;5;1;3;4.6;CCc1ccccc1NC1c2ccccc2C(=O)N1Cc1ccco1;nan
4841482;45778;6;None;-2;2;Human;4.8;pIC50;=;4.8;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;397;5;1;3;5.3;Cc1ccc(NC(=O)C(OC(=O)c2ccc(F)cc2)c2ccccc2)cc1Cl;nan
CHEMBL1533427;45778;6;None;-2;2;Human;4.8;pIC50;=;4.8;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;397;5;1;3;5.3;Cc1ccc(NC(=O)C(OC(=O)c2ccc(F)cc2)c2ccccc2)cc1Cl;nan
2233014;38690;9;None;3;5;Human;5.8;pIC50;=;5.8;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;429;7;1;6;4.9;COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4cccc(C)c4)o3)c2)cc1OC;nan
CHEMBL1467999;38690;9;None;3;5;Human;5.8;pIC50;=;5.8;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;429;7;1;6;4.9;COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4cccc(C)c4)o3)c2)cc1OC;nan
3827421;33191;7;None;1;2;Human;5.7;pIC50;=;5.7;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;329;4;1;1;5.8;O=C(Nc1ccc2ccccc2c1)C(c1ccccc1)C1CCCC1;nan
CHEMBL1419954;33191;7;None;1;2;Human;5.7;pIC50;=;5.7;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;329;4;1;1;5.8;O=C(Nc1ccc2ccccc2c1)C(c1ccccc1)C1CCCC1;nan
6890484;72469;6;None;1;2;Human;5.7;pIC50;=;5.7;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;375;6;1;5;4.1;O=C(N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)[C@H]1C[C@@H]1c1ccccc1;nan
CHEMBL2003667;72469;6;None;1;2;Human;5.7;pIC50;=;5.7;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;375;6;1;5;4.1;O=C(N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)[C@H]1C[C@@H]1c1ccccc1;nan
3247435;45841;2;None;-2;2;Human;5.6;pIC50;=;5.6;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;347;7;1;2;5.7;CCCC[C@@H]1C[C@H]1[C@@H](NC(=O)c1cccs1)c1ccc(Cl)cc1;nan
CHEMBL1533923;45841;2;None;-2;2;Human;5.6;pIC50;=;5.6;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;347;7;1;2;5.7;CCCC[C@@H]1C[C@H]1[C@@H](NC(=O)c1cccs1)c1ccc(Cl)cc1;nan
564008;44950;8;None;1;2;Human;5.6;pIC50;=;5.6;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;333;4;0;5;4.5;O=[N+]([O-])c1ccc(C2=NN(c3ccccc3)C(c3ccco3)C2)cc1;nan
CHEMBL1526126;44950;8;None;1;2;Human;5.6;pIC50;=;5.6;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;333;4;0;5;4.5;O=[N+]([O-])c1ccc(C2=NN(c3ccccc3)C(c3ccco3)C2)cc1;nan
2810094;29335;4;None;1;3;Human;5.4;pIC50;=;5.4;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;365;4;1;3;4.9;Cc1cccc(Cn2nc(C(C)(C)C)cc2C(=O)Nc2ccc(F)cc2)c1;nan
CHEMBL1385499;29335;4;None;1;3;Human;5.4;pIC50;=;5.4;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;365;4;1;3;4.9;Cc1cccc(Cn2nc(C(C)(C)C)cc2C(=O)Nc2ccc(F)cc2)c1;nan
3513763;22896;5;None;1;2;Human;5.3;pIC50;=;5.3;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;413;5;1;3;5.8;Cc1ccc(NC(=O)C(OC(=O)c2ccccc2Cl)c2ccccc2)cc1Cl;nan
CHEMBL1330917;22896;5;None;1;2;Human;5.3;pIC50;=;5.3;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;413;5;1;3;5.8;Cc1ccc(NC(=O)C(OC(=O)c2ccccc2Cl)c2ccccc2)cc1Cl;nan
3105194;38465;9;None;3;2;Human;5.3;pIC50;=;5.3;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;402;5;2;4;4.9;Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccc([N+](=O)[O-])cc2O)c1;nan
CHEMBL1466117;38465;9;None;3;2;Human;5.3;pIC50;=;5.3;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;402;5;2;4;4.9;Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccc([N+](=O)[O-])cc2O)c1;nan
3730347;42654;7;None;-2;2;Human;5.2;pIC50;=;5.2;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;293;4;1;1;4.9;Cc1ccc(NC(=O)C(c2ccccc2)C2CCCC2)cc1;nan
CHEMBL1503503;42654;7;None;-2;2;Human;5.2;pIC50;=;5.2;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;293;4;1;1;4.9;Cc1ccc(NC(=O)C(c2ccccc2)C2CCCC2)cc1;nan
969623;197073;10;None;-1;3;Human;5.0;pIC50;=;5.0;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;324;4;1;3;4.4;Cc1ccc(NC(=O)C2(c3ccc([N+](=O)[O-])cc3)CCCC2)cc1;nan
CHEMBL604664;197073;10;None;-1;3;Human;5.0;pIC50;=;5.0;Functional;PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485]PUBCHEM_BIOASSAY:CounterscreenassayforS1P3antagonists:Doseresponsecell-basedhighthroughputscreeningassaytoidentifyantagonistsofthe5-HydroxytryptamineReceptorSubtype1E(5HT1E).(Classofassay:confirmatory)[Relatedpubchemassays:1429,485];ChEMBL;324;4;1;3;4.4;Cc1ccc(NC(=O)C2(c3ccc([N+](=O)[O-])cc3)CCCC2)cc1;nan
1042;1534;19;None;-2;13;Human;8.1;pEC50;=;8.1;Functional;NoneNone;DrugCentral;325;3;3;3;1.5;OC[C@@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C;None
148;1534;19;None;-2;13;Human;8.1;pEC50;=;8.1;Functional;NoneNone;DrugCentral;325;3;3;3;1.5;OC[C@@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C;None
443884;1534;19;None;-2;13;Human;8.1;pEC50;=;8.1;Functional;NoneNone;DrugCentral;325;3;3;3;1.5;OC[C@@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C;None
CHEMBL119443;1534;19;None;-2;13;Human;8.1;pEC50;=;8.1;Functional;NoneNone;DrugCentral;325;3;3;3;1.5;OC[C@@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C;None
