ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,,,
11797644,53090,0,None,22,4,Human,9.3,pEC50,=,9.3,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,446,9,3,4,4.0,C[C@H](NC[C@@H]1CCN(CCc2c[nH]c3ccc(C[C@H]4COC(=O)N4)cc23)C1)c1ccccc1,10.1021/jm9805687,,
CHEMBL160070,53090,0,None,22,4,Human,9.3,pEC50,=,9.3,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,446,9,3,4,4.0,C[C@H](NC[C@@H]1CCN(CCc2c[nH]c3ccc(C[C@H]4COC(=O)N4)cc23)C1)c1ccccc1,10.1021/jm9805687,,
10620429,55913,0,None,39,2,Human,9.3,pEC50,=,9.3,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthehuman5-hydroxytryptamine1Dreceptor.Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthehuman5-hydroxytryptamine1Dreceptor.",ChEMBL,390,7,1,6,3.1,c1coc(CN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,10.1021/jm980569z,,
CHEMBL162805,55913,0,None,39,2,Human,9.3,pEC50,=,9.3,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthehuman5-hydroxytryptamine1Dreceptor.Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthehuman5-hydroxytryptamine1Dreceptor.",ChEMBL,390,7,1,6,3.1,c1coc(CN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,10.1021/jm980569z,,
9909089,186224,0,None,-,1,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5HT1DassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1DassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,402,4,1,5,3.2,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
CHEMBL490417,186224,0,None,-,1,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5HT1DassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1DassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,402,4,1,5,3.2,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
18975369,100469,0,None,120,2,Human,9.2,pEC50,=,9.2,Functional,"Agonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptorAgonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptor",ChEMBL,399,7,1,4,4.6,c1ccc(CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm980204e,,
CHEMBL294547,100469,0,None,120,2,Human,9.2,pEC50,=,9.2,Functional,"Agonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptorAgonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptor",ChEMBL,399,7,1,4,4.6,c1ccc(CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm980204e,,
18975369,100469,0,None,120,2,Human,9.2,pEC50,=,9.2,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1DreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Dreceptor",ChEMBL,399,7,1,4,4.6,c1ccc(CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm981133m,,
CHEMBL294547,100469,0,None,120,2,Human,9.2,pEC50,=,9.2,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1DreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Dreceptor",ChEMBL,399,7,1,4,4.6,c1ccc(CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm981133m,,
10385855,14272,0,None,3,3,Human,9.2,pEC50,=,9.2,Functional,Compoundwastestedforitsabilityinhibitforskolin-stimulatedactivityofadenylatecyclasecoupledtohuman5-hydroxytryptamine1DreceptorbetainCHO-K1cells,valuerangesfrom0.6-2.0Compoundwastestedforitsabilityinhibitforskolin-stimulatedactivityofadenylatecyclasecoupledtohuman5-hydroxytryptamine1DreceptorbetainCHO-K1cells,valuerangesfrom0.6-2.0,ChEMBL,392,6,2,4,2.7,Cc1ccccc1N1CCN(C(=O)COc2ccc3[nH]cc(CCN)c3c2)CC1,10.1016/0960-894X(95)00091-7
