ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,,,
9979309,189796,0,None,-,0,Human,10.1,pKi,=,10.1,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
CHEMBL522257,189796,0,None,-,0,Human,10.1,pKi,=,10.1,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
44592250,178114,0,None,-,0,Human,10.0,pKi,=,10,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,442,5,0,5,3.8,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C4CC4)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
CHEMBL469568,178114,0,None,-,0,Human,10.0,pKi,=,10,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,442,5,0,5,3.8,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C4CC4)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
46900954,16439,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,508,6,1,7,3.9,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1242081,16439,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,508,6,1,7,3.9,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
46899637,16447,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,522,7,1,7,4.1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1242345,16447,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,522,7,1,7,4.1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
46899639,16456,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,522,5,0,7,4.2,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1242533,16456,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,522,5,0,7,4.2,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
46900150,16483,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,425,4,0,6,4.0,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nccn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1242904,16483,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,425,4,0,6,4.0,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nccn4-5)CC3)cccc2n1,10.1021/jm100482n,,
44592209,178440,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,430,5,0,5,3.7,CCN1C(=O)COc2c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc21,10.1016/j.bmcl.2009.02.056,,
CHEMBL472290,178440,0,None,-,0,Human,9.9,pKi,=,9.9,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,430,5,0,5,3.7,CCN1C(=O)COc2c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc21,10.1016/j.bmcl.2009.02.056,,
46900455,16421,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,493,4,0,6,5.0,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C(F)(F)F)cn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1241641,16421,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,493,4,0,6,5.0,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C(F)(F)F)cn4-5)CC3)cccc2n1,10.1021/jm100482n,,
46900776,16427,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,496,5,0,7,3.7,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N(C)C)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1241824,16427,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,496,5,0,7,3.7,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N(C)C)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
11712756,16431,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,482,5,1,7,3.3,CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,10.1021/jm100482n,,
CHEMBL1241912,16431,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,482,5,1,7,3.3,CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,10.1021/jm100482n,,
46900956,16441,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,522,6,1,7,4.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CCC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1242167,16441,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,522,6,1,7,4.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CCC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
46899638,16451,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,508,5,0,7,3.8,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1242436,16451,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,508,5,0,7,3.8,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCC6)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
44138104,178095,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL469345,178095,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1021/jm100482n,,
44138104,178095,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityathuman5-HT1AreceptorexpressedinHEK293cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassayAntagonistactivityathuman5-HT1AreceptorexpressedinHEK293cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
CHEMBL469345,178095,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityathuman5-HT1AreceptorexpressedinHEK293cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassayAntagonistactivityathuman5-HT1AreceptorexpressedinHEK293cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
44138104,178095,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
CHEMBL469345,178095,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,Antagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HTAntagonistactivityathuman5HT1AassessedasGTPgammaSbindingbyscintillationproximityassayinpresenceof5-HT,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
10948133,164581,0,None,-,1,Human,9.8,pKi,=,9.8,Functional,Agonistactivityathuman5-HT1AreceptorexpressedinhumanHeLacellmembranesassessedasstimulationof[35S]GTPgammaSbindingafter20minsbyliquidscintillationcountinganalysisAgonistactivityathuman5-HT1AreceptorexpressedinhumanHeLacellmembranesassessedasstimulationof[35S]GTPgammaSbindingafter20minsbyliquidscintillationcountinganalysis,ChEMBL,351,5,0,4,3.4,COc1ccc2c(c1)CC(CCN1CCN(c3ccccn3)CC1)CC2,10.1016/j.bmc.2015.05.042,,
CHEMBL423181,164581,0,None,-,1,Human,9.8,pKi,=,9.8,Functional,Agonistactivityathuman5-HT1AreceptorexpressedinhumanHeLacellmembranesassessedasstimulationof[35S]GTPgammaSbindingafter20minsbyliquidscintillationcountinganalysisAgonistactivityathuman5-HT1AreceptorexpressedinhumanHeLacellmembranesassessedasstimulationof[35S]GTPgammaSbindingafter20minsbyliquidscintillationcountinganalysis,ChEMBL,351,5,0,4,3.4,COc1ccc2c(c1)CC(CCN1CCN(c3ccccn3)CC1)CC2,10.1016/j.bmc.2015.05.042,,
46900451,16414,0,None,-,0,Human,9.7,pKi,=,9.7,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,439,4,0,6,4.3,Cc1cn2c(n1)COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,10.1021/jm100482n,,
CHEMBL1241547,16414,0,None,-,0,Human,9.7,pKi,=,9.7,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,439,4,0,6,4.3,Cc1cn2c(n1)COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,10.1021/jm100482n,,
46900453,16415,0,None,-,0,Human,9.7,pKi,=,9.7,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,453,4,0,6,4.6,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C)c(C)n4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1241548,16415,0,None,-,0,Human,9.7,pKi,=,9.7,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,453,4,0,6,4.6,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C)c(C)n4-5)CC3)cccc2n1,10.1021/jm100482n,,
46900457,16422,0,None,-,0,Human,9.7,pKi,=,9.7,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,425,4,0,6,4.0,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4cncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1241642,16422,0,None,-,0,Human,9.7,pKi,=,9.7,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,425,4,0,6,4.0,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4cncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
46900782,16435,0,None,-,0,Human,9.7,pKi,=,9.7,Functional,Antagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1AreceptorexpressedinHEK293cellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,510,6,1,7,4.1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC(C)C)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
